,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
7785,Tue Feb 07 15:22:54 +0000 2017,@PMMG190 - Belo Horizonte - Tráfico ilícito de drogas é combatido https://t.co/jIsxjydl66,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7786,Thu Feb 09 13:16:55 +0000 2017,"@PMMG190 - BRASILÂNDIA DE MINAS - AUTOR DE TRÁFICO DE DROGAS É PRESO, MACONHA E ARMA SE FOGO SÃO TIRADAS DE ... https://t.co/STBaeG1SOX",,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7787,Thu Feb 09 13:14:24 +0000 2017,"@PMMG190 - BRASILÂNDIA DE MINAS - AUTOR DE TRÁFICO DE DROGAS É PRESO, MACONHA E ARMA SE FOGO SÃO TIRADAS DE ... https://t.co/V8nVKjq46v",,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7788,Thu Feb 09 13:40:25 +0000 2017,@PMMG190 - Cidadão infrator é preso por trafico de drogas https://t.co/7Y6NY5uVZN,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7789,Tue Feb 07 14:01:48 +0000 2017,@PMMG190 - Homem é preso ao tentar praticar roubo https://t.co/FO6kdhMYsZ,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7790,Tue Feb 07 14:04:33 +0000 2017,@PMMG190 - Menor de idade é apreendido pela Polícia Militar por tráfico de drogas em Mariana (MG) https://t.co/TzJA4awxZ1,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7791,Thu Feb 09 13:29:12 +0000 2017,@PMMG190 - Menor de idade é apreendido pela Polícia Militar por tráfico de drogas em Ouro Preto (MG) https://t.co/eySv0paLH8,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7792,Tue Feb 07 12:46:25 +0000 2017,@PMMG190 - Menor é apreendido por tráfico de drogas https://t.co/lGPjvjt6uY,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,2,Positivo,,,,,,,,,,,,,,,,
7793,Wed Feb 08 11:35:45 +0000 2017,@PMMG190 - Menor preso após furto a residência em Oliveira https://t.co/18s2GNMg2R,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7794,Thu Feb 09 13:58:38 +0000 2017,@PMMG190 - Militares da 58ª Cia PM fazem grande apreensão de drogas  https://t.co/GYqBeEgKuX,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7795,Thu Feb 09 17:42:31 +0000 2017,@PMMG190 - Militares da 58ª Cia PM fazem grande apreensão de drogas  https://t.co/o8Y7esoqJ4,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7796,Thu Feb 09 18:09:38 +0000 2017,@PMMG190 - PARACATU - MILITAR MINISTRA PALESTRA SOBRE SEGURANÇA NO TRÂNSITO https://t.co/sZZCvkzVqR,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7797,Thu Feb 09 18:11:20 +0000 2017,@PMMG190 - PARACATU - MILITAR MINISTRA PALESTRA SOBRE SEGURANÇA NO TRÂNSITO https://t.co/XensYR1d0p,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7798,Wed Feb 08 16:43:39 +0000 2017,@PMMG190 - Patos de Minas  PM apreende 22 barras de maconha e prende traficante https://t.co/AeWOTqph0W,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7799,Thu Feb 09 15:31:10 +0000 2017,@PMMG190 - PM PRENDE AUTORES DE ROUBO EM SETE LAGOAS https://t.co/ozo7uz3c7Z,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7800,Wed Feb 08 09:25:18 +0000 2017,@PMMG190 - PM prende suspeitos de roubo e furto e apreende material https://t.co/Jn5TvTDzaV,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7801,Wed Feb 08 14:41:50 +0000 2017,@PMMG190 - Polícia Militar apreende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/F2A0pVXTcD,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7802,Wed Feb 08 13:09:29 +0000 2017,@PMMG190 - Polícia Militar apreende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/FmzSvgY3mR,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7803,Wed Feb 08 14:39:50 +0000 2017,"@PMMG190 - Polícia Militar apreende menor por tráfico de drogas e posse ilegal de arma de fogo, no bairro Sã... https://t.co/cPTG91A4Jd",,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7804,Wed Feb 08 13:10:32 +0000 2017,"@PMMG190 - Polícia Militar apreende menor por tráfico de drogas e posse ilegal de arma de fogo, no bairro Sã... https://t.co/qQB1G1ku2L",,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7805,Thu Feb 09 11:40:28 +0000 2017,@PMMG190 - Polícia Militar intensifica o combate ao tráfico de drogas e prende traficante em Congonhas https://t.co/ZBBYwT58yB,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7806,Tue Feb 07 14:05:58 +0000 2017,@PMMG190 - Polícia Militar prende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/6gIV0vUE4P,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7807,Tue Feb 07 18:28:22 +0000 2017,@PMMG190 - Polícia Militar prende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/liD570MGDe,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7808,Wed Feb 08 13:17:05 +0000 2017,@PMMG190 - Polícia Militar prende autores de crime de tráfico de drogas https://t.co/GTva559CAP,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7809,Wed Feb 08 17:02:34 +0000 2017,@PMMG190 - POLICIAIS MILITARES DO 25º BPM PRENDEM / APREENDEM AUTORES DE ROUBO https://t.co/Ti3u4snKPQ,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7810,Fri Feb 10 12:32:41 +0000 2017,"@PMMG190 - SANTA CRUZ DE MINAS  ADOLESCENTES ESCONDEM DROGAS DENTRO DE CAMPO DE FUTEBOL, MAS ACABAM APREENDI... https://t.co/o0JnCGzG1Q",,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7811,Thu Feb 09 19:14:15 +0000 2017,@PMMG190 - São João del-Rei - Drogas são apreendidas e autores são conduzidos presos https://t.co/bCuPDtM6nc,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7812,Thu Feb 09 18:31:32 +0000 2017,@PMMG190 - São João del-Rei - PM apreende drogas em residência de adolescente de 15 anos https://t.co/pyjg8OrSkH,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7813,Fri Feb 10 16:15:43 +0000 2017,@PMMG190 - São José da Lapa - PM evita mais um furto a residência https://t.co/OJLRt18r2N,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7814,Thu Feb 09 11:35:06 +0000 2017,@PMMG190 - São Lourenço  Adolescente é apreendido por tráfico de drogas https://t.co/8LdccQjkc8,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7815,Thu Feb 09 18:46:11 +0000 2017,@PMMG190 - Sete Lagoas - PM prende autores de roubo  https://t.co/xElkC8dQng,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,,,,,,,,,,,,,,,
7816,Fri Feb 10 15:08:25 +0000 2017,@PMMG190 - Sete presos e um menor apreendido por tráfico de drogas  https://t.co/2Dw4GnPp0c,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7817,Fri Feb 10 15:47:15 +0000 2017,@PMMG190 - SUSPEITO É PRESO POR TRÁFICO DE DROGAS NO BAIRRO NOVO TUPI https://t.co/eg4itsdSTJ,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7818,Thu Feb 09 11:25:50 +0000 2017,@PMMG190 - Tático Móvel prende traficante no Bairro Vila Nova Esperança https://t.co/DHNyV3iSQ6,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7819,Thu Feb 09 18:30:29 +0000 2017,@PMMG190 - Traficante é preso com 80 buchas de maconha em Nova Lima https://t.co/drBRHyzkld,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7820,Mon Feb 13 11:03:33 +0000 2017,@PMMG190 - Traficante preso em Carrancas https://t.co/dajk9Ueus6,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7821,Fri Feb 10 16:03:59 +0000 2017,@PMMG190 - Vespasiano - Polícia Militar apreende drogas  https://t.co/in4JVRwaNf,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
7822,Tue Feb 07 16:11:15 +0000 2017,Adolescente é preso com armas e drogas em Tumiritinga  https://t.co/VtKdjht37U,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7823,Tue Feb 07 16:15:40 +0000 2017,Adolescente é preso com armas e drogas em Tumiritinga  https://t.co/VtKdjht37U,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7824,Tue Feb 07 16:13:27 +0000 2017,Adolescente é preso com armas e drogas em Tumiritinga  https://t.co/VXI9VB3Gbj,,,,Michele #beta #sdv,michelexmbeta,0,Positivo,,,,,,,,,,,,,,,,
7825,Tue Feb 07 16:19:00 +0000 2017,Adolescente é preso com armas e drogas em Tumiritinga https://t.co/DeAP9FDBgl https://t.co/psPNYbLGzJ,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,,,,,,,,,,,,,,,
7826,Tue Feb 07 15:58:16 +0000 2017,Adolescente é preso com armas e drogas em Tumiritinga https://t.co/DTsP20FglS,,,,G1 Vales de Minas,g1valesdeMinas,0,Positivo,,,,,,,,,,,,,,,,
7827,Wed Feb 08 11:02:17 +0000 2017,BRASIL: Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/wmurIya2u0 #Repórter24Horas https://t.co/9BlaLeprSU,,,"Rio de Janeiro, Brasil",�️Repórter 24 Horas,Reporter24Horas,0,Positivo,,,,,,,,,,,,,,,,
7828,Thu Feb 09 15:28:26 +0000 2017,BRASIL: Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/QbZFDRrPJZ… https://t.co/inwTT20DOr,,,"Rio de Janeiro, Brasil",�️Repórter 24 Horas,Reporter24Horas,0,Positivo,,,,,,,,,,,,,,,,
7829,Fri Feb 10 12:30:21 +0000 2017,BRASIL: Suspeitos de roubo batem moto em viatura da PM em Patos de Minas https://t.co/6lqdCszRB5 #Repórter24Horas https://t.co/JRDBtMYVdm,,,"Rio de Janeiro, Brasil",�️Repórter 24 Horas,Reporter24Horas,0,Positivo,,,,,,,,,,,,,,,,
7830,Thu Feb 09 12:03:06 +0000 2017,"BRASIL: Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/0jtPm5LQCB #Repórter24Horas",,,"Rio de Janeiro, Brasil",�️Repórter 24 Horas,Reporter24Horas,0,Positivo,,,,,,,,,,,,,,,,
7831,Fri Feb 10 12:06:28 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/4BtgfxpO6f https://t.co/ou8MyFLzaQ",,,Belo Horizonte - Minas Gerais,Aline Morais,MinasVan,0,Positivo,,,,,,,,,,,,,,,,
7832,Fri Feb 10 12:05:16 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/58sCRFuwYB https://t.co/j0ZOdxFKz7",,,,Rodrigo Pilatti,pilatti,0,Positivo,,,,,,,,,,,,,,,,
7833,Fri Feb 10 12:05:49 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/6626hVzWGx https://t.co/p8J1F3oEjT",,,,Anita Soeiro,soeiroanita,0,Positivo,,,,,,,,,,,,,,,,
7834,Fri Feb 10 12:05:16 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/cMRTZEXbTk",,,Manaus-Amazonas,fabricio moraes,fabriciomoraes9,0,Positivo,,,,,,,,,,,,,,,,
7835,Fri Feb 10 12:05:23 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/CZDaieyq2n Se gostou dê RT!! https://t.co/jCMDZCCTqC",,,Samambaia ,gilsonac #TimBeta,gilsonac1,0,Positivo,,,,,,,,,,,,,,,,
7836,Fri Feb 10 11:56:14 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/El6mWWYpuJ",,,,G1 Grande Minas,G1GrandeMinas,1,Positivo,,,,,,,,,,,,,,,,
7837,Fri Feb 10 12:14:31 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/GHaY3hpRiF https://t.co/zvW2V3JKwJ",,,,fodido,eufodeu,0,Positivo,,,,,,,,,,,,,,,,
7838,Fri Feb 10 12:06:26 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/OWgXpB3QLf https://t.co/JpLIYvXlLi",,,Belo Horizonte - Minas Gerais,Cleber Junqueira,MinasVans,0,Positivo,,,,,,,,,,,,,,,,
7839,Fri Feb 10 12:11:46 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/PzZaEyggGu https://t.co/271lLTlVCb",,,Belo Horizonte - Minas Gerais,Wellington Rocha,Televan,0,Positivo,,,,,,,,,,,,,,,,
7840,Fri Feb 10 12:05:22 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/XKKq1A95St https://t.co/QuMEjsG5od",,,,missao beta90,timbeta_user1,0,Positivo,,,,,,,,,,,,,,,,
7841,Fri Feb 10 12:23:21 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/XYj9JaXhWg",,,,Jefferson,jeffersonns3,0,Positivo,,,,,,,,,,,,,,,,
7842,Fri Feb 10 12:05:13 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/Y9L96HdwVk https://t.co/TbmfeMFnr6",,,Belo Horizonte - Minas Gerais,UAI Seguros BH ®,UAI_SEGUROS_BH,0,Positivo,,,,,,,,,,,,,,,,
7843,Fri Feb 10 12:05:08 +0000 2017,"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/Zznv9jkMoP https://t.co/LNSx0iyuyT",,,"Vitória - ES, Brasil",Marcone #TimBeta Sdv,marconesoeiro,0,Positivo,,,,,,,,,,,,,,,,
7844,Wed Feb 08 11:13:00 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá  https://t.co/A4Pq1DfTyb,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7845,Wed Feb 08 11:16:24 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá  https://t.co/A4Pq1DfTyb,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
7846,Wed Feb 08 11:13:39 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá  https://t.co/TvMAZwB2wX,,,,Michele #beta #sdv,michelexmbeta,0,Positivo,,,,,,,,,,,,,,,,
7847,Wed Feb 08 11:13:12 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/0MdjvPNNPv https://t.co/PgNMUMBDSu,,,,jose ricardo fuzisaw,jorifu,0,Positivo,,,,,,,,,,,,,,,,
7848,Wed Feb 08 11:13:08 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/2B2a5aQ6K2,,,Babilonia,Werner,rocha_werner,0,Positivo,,,,,,,,,,,,,,,,
7849,Wed Feb 08 10:50:07 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/4N5AvyUoN9,,,Minas Gerais - Brasil,G1 Triângulo Mineiro,g1tvintegracao,0,Positivo,,,,,,,,,,,,,,,,
7850,Wed Feb 08 11:02:26 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/5IOHFBSv3N https://t.co/5Vk7PoIkJA,,,,flavio,keketimbeta,0,Positivo,,,,,,,,,,,,,,,,
7851,Wed Feb 08 11:13:11 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/7lYCqOBeNc,,,,Jefferson,jeffersonns3,0,Positivo,,,,,,,,,,,,,,,,
7852,Wed Feb 08 11:24:43 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/8A1mAj7DMZ #OperaçãoBetaLab https://t.co/nKZkFRkcjm,,,,Kelly,KellyKaroll,0,Positivo,,,,,,,,,,,,,,,,
7853,Wed Feb 08 11:24:43 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/AGWPsbh7E4 https://t.co/gJSmI8NM4d,,,"Brasília, Brasil",Luiza Cruz,donpiccone,0,Positivo,,,,,,,,,,,,,,,,
7854,Wed Feb 08 11:15:53 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/b2nJRCfu8e,,,,Ana Lúcia,lapiseirapentel,0,Positivo,,,,,,,,,,,,,,,,
7855,Wed Feb 08 11:15:56 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/BC9tE4Znf7,,,Uberlândia,ofuzi,ofuzi,0,Positivo,,,,,,,,,,,,,,,,
7856,Wed Feb 08 11:02:12 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/BmDYX1WxvE https://t.co/gbkBJ7t8o8,,,,RADIO PONTO NET,radiopontonet,0,Positivo,,,,,,,,,,,,,,,,
7857,Wed Feb 08 11:09:03 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/bUjaS5obiA https://t.co/33HtVSSVZz,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,,,,,,,,,,,,,,,
7858,Wed Feb 08 11:02:11 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/HZTouX2k4K https://t.co/98tddl7hKy,,,,Joah Miranda,joahmiranda,0,Positivo,,,,,,,,,,,,,,,,
7859,Wed Feb 08 11:10:04 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/JNvldU7z4P https://t.co/GDhWOzW8X5,,,Belo Horizonte - Minas Gerais,Marcelo Rezende,Televans,0,Positivo,,,,,,,,,,,,,,,,
7860,Wed Feb 08 11:17:52 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/ozkPezgbcM,,,Manaus-Amazonas,fabricio moraes,fabriciomoraes9,0,Positivo,,,,,,,,,,,,,,,,
7861,Wed Feb 08 11:08:29 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/pOBP3PH37t #TimBeta,,,,Iuri Pohl #TimBeta,iuripohl,1,Positivo,,,,,,,,,,,,,,,,
7862,Thu Feb 09 02:31:56 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/PUZKL4G8Gr,,,Goiânia - Goiás,FEDERAL ST,federalst,0,Positivo,,,,,,,,,,,,,,,,
7863,Wed Feb 08 11:13:13 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/qgRv6HrGFr,,,Guarulhos - SP,Leonardo Nascimento,leonardogru,0,Positivo,,,,,,,,,,,,,,,,
7864,Wed Feb 08 11:10:01 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/RdVyKruwBL https://t.co/cQPMTuLxkh,,,Belo Horizonte - Minas Gerais,Vans BH - Shows BH,3213_4360,0,Positivo,,,,,,,,,,,,,,,,
7865,Wed Feb 08 10:50:13 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/vNWYfMAF6r,,,,G1 MG,g1mg,0,Positivo,,,,,,,,,,,,,,,,
7866,Wed Feb 08 11:05:28 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/w03IrxqUHm https://t.co/zZqRgwnLvL,,,"-16.683649,-49.268102",vonivar,vonivar,0,Positivo,,,,,,,,,,,,,,,,
7867,Wed Feb 08 11:02:24 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/Z5pm2XXCTv https://t.co/4h7vqYBims,,,,fodido,eufodeu,0,Positivo,,,,,,,,,,,,,,,,
7868,Wed Feb 08 11:09:55 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/Zbjx8itSpR https://t.co/a3BXtLIRbT,,,"Belo Horizonte, Brasil",Turismo em Vans MG,TurismoVansMG,0,Positivo,,,,,,,,,,,,,,,,
7869,Wed Feb 08 11:24:42 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá: Suspeito confessou que negociou desvio da carga…… https://t.co/vcVQCUHCxW,,,Brasil Natal/RN,Lucas Medeiros �©™,parabolicalucas,0,Positivo,,,,,,,,,,,,,,,,
7870,Tue Feb 07 13:09:02 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/5vpF0jgw1w https://t.co/BBJfGTVmIx",,,Worldwide,Zoolan Videos,amateurbrooke,0,Positivo,,,,,,,,,,,,,,,,
7871,Wed Feb 08 20:43:16 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/94KXg7RF3f https://t.co/rWKeRYnO2q",,,New York City,Mazie Ebinger,Mazie_Ebinger,0,Positivo,,,,,,,,,,,,,,,,
7872,Mon Feb 13 03:37:35 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/bbNum36cke https://t.co/wxLN83sKMm",,,Weeknights,Melba Tyrie,Melba_Tyrie,0,Positivo,,,,,,,,,,,,,,,,
7873,Fri Feb 10 12:33:39 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/bL4UQmEtQ0 https://t.co/XjmQJDaWew",,,"San Diego, CA",Madge Losa,Madge_Losa,0,Positivo,,,,,,,,,,,,,,,,
7874,Mon Feb 13 09:55:46 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/PqsCLwpEJ2 https://t.co/JCIAZx8UqQ",,,Everywhere,Ginny Fredley,Ginny_Fredley,0,Positivo,,,,,,,,,,,,,,,,
7875,Sun Feb 12 17:31:18 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/w1FNyGws7D https://t.co/3kHLBvYS8L",,,On the MY WORLD TOUR!!!,Minda Devoll,Minda_Devoll,0,Positivo,,,,,,,,,,,,,,,,
7876,Fri Feb 10 11:54:23 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/w1FNyGws7D https://t.co/P46VdXtH4I",,,On the MY WORLD TOUR!!!,Minda Devoll,Minda_Devoll,0,Positivo,,,,,,,,,,,,,,,,
7877,Thu Feb 09 21:16:16 +0000 2017,"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/zqCE5mRGKf https://t.co/YMTxq9eF9d",,,"Hollywood, CA",Karyl Mckines,Karyl_Mckines,0,Positivo,,,,,,,,,,,,,,,,
7878,Sun Feb 12 14:29:29 +0000 2017,crime organizado .Agente penitenciária é presa com drogas e celulares em Cuiabá - https://t.co/IWp88VaX3N via https://t.co/674Var97Al,,,,Cicero...100% Brasil,CiceroCS1,0,Positivo,,,,,,,,,,,,,,,,
7879,Sun Feb 12 15:08:08 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/0MMb63Ijul https://t.co/KAqxRbO0RE",,,,Geraldo TIM BETA,gportess,0,Positivo,,,,,,,,,,,,,,,,
7880,Sun Feb 12 15:32:49 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/0vQYSyhtb5",,,,Vinicius paulo,timbetanovo122,0,Positivo,,,,,,,,,,,,,,,,
7881,Sun Feb 12 15:20:38 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/53mb7Pqhu0 https://t.co/T2qxrsjqxn",,,"Vitória - ES, Brasil",Marcone #TimBeta Sdv,marconesoeiro,0,Positivo,,,,,,,,,,,,,,,,
7882,Sun Feb 12 15:01:23 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/5kXeNPiNIs",,,,test90556,test90556,0,Positivo,,,,,,,,,,,,,,,,
7883,Sun Feb 12 15:08:46 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/6lq1attLiw https://t.co/MGEnwSC8nQ",,,Belo Horizonte - Minas Gerais,Wellington Rocha,Televan,0,Positivo,,,,,,,,,,,,,,,,
7884,Sun Feb 12 14:52:16 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/8G47TNveUc",,,,G1 Grande Minas,G1GrandeMinas,0,Positivo,,,,,,,,,,,,,,,,
7885,Sun Feb 12 15:08:23 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/FApeQ8CyVv https://t.co/e14dzMle5M",,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,,,,,,,,,,,,,,,
7886,Sun Feb 12 15:21:07 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/gUWYIB2kto https://t.co/eGY9MFe29e",,,"Fortaleza,Ceará/Brasil",Antonio Martins,AntonioFortal,0,Positivo,,,,,,,,,,,,,,,,
7887,Sun Feb 12 15:00:59 +0000 2017,"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/I244Z7POqP #G1",,,,Atual Noticia,AtualNoticia,0,Positivo,,,,,,,,,,,,,,,,
